book,title,author,genre,num_pages
900,Neverwhere,Neil Gaiman,Businessmen,372.0
901,Deep Waters,Barbara Nadel,Fiction,448.0
902,Two's Company,Jill Mansell,Fiction,448.0
903,Solo,Jill Mansell,Chick lit,421.0
904,Ransom,Jay McInerney,Kyoto (Japan),279.0
905,Pilgermann,Russell Hoban,Crusades,240.0
906,The Little Friend,Donna Tartt,Brothers,555.0
907,Space,James Albert Michener,"Science Fiction,Media Tie In,Fiction",815.0
908,Spencerville,Nelson DeMille,Abused wives,564.0
909,The Waiting Sands,Susan Howatch,Fiction,192.0
910,The Lost World,Gail Herman,Children's stories,448.0
911,The Dain Curse,Dashiell Hammett,Continental Op (Fictitious character),256.0
912,Red Harvest,Dashiell Hammett,Continental Op (Fictitious character),224.0
913,Beasts,Joyce Carol Oates,College stories,138.0
914,The Postman Always Rings Twice,James M. Cain,Adultery,116.0
915,The Maltese Falcon,Dashiell Hammett,Crime investigations,213.0
916,Arthur and the Lost Kingdoms,Alistair Moffat,Great Britain,282.0
917,Full Speed,Janet Evanovich;Charlotte Hughes,"Holt, Max (Fictitious character)",344.0
918,Girl in Hyacinth Blue,Susan Vreeland,American fiction,180.0
919,Stone of Farewell,Tad Williams,Fiction,608.0
920,Spain,"DK Publishing, Inc",Travel,720.0
921,Greece,Marc Dubin,Travel,352.0
922,Bad Boys in Black Tie,Lori Foster;Erin McCarthy;Morgan Leigh,Fiction,278.0
923,Corvette,Randy Leffingwell,Transportation,384.0
924,The Dragon's Eye,Dugald Steer,Juvenile Fiction,221.0
925,Beauty and the Beast,"Samantha Easton,Ruth Sanderson",Juvenile Fiction,64.0
926,CliffsComplete Hamlet,William Shakespeare,Drama,240.0
927,CliffsNotes on Steinbeck's The Grapes of Wrath,Kelly McGrath Vlcek,Literary Criticism,112.0
928,Children of the Mind,Orson Scott Card,Fiction,370.0
929,The Dragon Reborn,Robert Jordan,Fiction,624.0
930,Treason,Orson Scott Card,Fiction,288.0
931,Glass Soup,Jonathan Carroll,Fiction,320.0
932,Children of the Night,Mercedes Lackey,Fiction,320.0
933,Sarah,Orson Scott Card,Fiction,341.0
934,The Santaroga Barrier,Frank Herbert,Fiction,256.0
935,The Dosadi Experiment,Frank Herbert,Fiction,320.0
936,Phantom,Terry Goodkind,Fiction,673.0
937,Hawkes Harbor,S. E. Hinton,Fiction,289.0
938,Wolfskin,Juliet Marillier,Fiction,544.0
939,Among the Dolls,William Sleator,Juvenile Fiction,96.0
940,Reliquary,Douglas Preston;Preston Douglas;Lincoln Child,Fiction,464.0
941,Hidden Talents,David Lubar,Juvenile Fiction,240.0
942,Q,Quincy Jones,Biography & Autobiography,432.0
943,Bookends,Jane Green,Fiction,368.0
944,Inconceivable,Julia Indichova,Health & Fitness,224.0
945,Babyville,Jane Green,Fiction,464.0
946,To Have and to Hold,Jane Green,Fiction,352.0
947,La Cucina Di Lidia,Lidia Bastianich;Jay Jacobs,Cooking,288.0
948,The Female Brain,Louann Brizendine,Psychology,304.0
949,The View from Castle Rock,Alice Munro,Families,368.0
950,Black Ice,Anne Stuart,Fiction,377.0
951,Fantastic Four,Mark Waid,Heroes,264.0
952,Searching for God Knows What,Donald Miller,Religion,246.0
953,Thicker Than Water,P. J. Parrish,Fiction,380.0
954,The Life of Sir Arthur Conan Doyle,John Dickson Carr,Biography & Autobiography,320.0
955,"If I Have a Wicked Stepmother, Where's My Prince?",Melissa Kantor,Juvenile Fiction,283.0
956,Be More Chill,Ned Vizzini,Juvenile Fiction,287.0
957,Summerland,Michael Chabon,Juvenile Fiction,500.0
958,Disney's Little Einsteins: Butterfly Suits,Disney Book Group;Marcy Kelman,Juvenile Fiction,32.0
959,Love and War,Margaret Weis;Tracy Hickman,Fiction,368.0
960,Flowers,David Burnie,Juvenile Nonfiction,64.0
961,Story of Philosophy,Bryan Magee,Philosophy,240.0
962,Silence,Shūsaku Endō,Fiction,201.0
963,The Malady of Death,Marguerite Duras,Fiction,60.0
964,The Passion,Jeanette Winterson,Fiction,176.0
965,Cold Mountain,Charles Frazier,Fiction,356.0
966,Tropic of Capricorn,Henry Miller,Fiction,348.0
967,Once Upon a Cool Motorcycle Dude,Kevin O'Malley,Juvenile Fiction,32.0
968,The Pilgrim's Regress,C. S. Lewis,Religion,219.0
969,Horse Heaven,Jane Smiley,Fiction,640.0
970,Escape from Freedom,Erich Fromm,Political Science,301.0
971,Clown,Quentin Blake,Juvenile Fiction,32.0
972,The High King,Lloyd Alexander,Juvenile Fiction,253.0
973,The Origins of Totalitarianism,Hannah Arendt,Philosophy,674.0
974,The Anatomy Coloring Book,Wynn Kapit;Lawrence M. Elson,Science,400.0
975,Existentialism and Human Emotions,Jean-Paul Sartre,Philosophy,96.0
976,Wizard,Marc J. Seifer,Biography & Autobiography,542.0
977,Man's Search for Meaning,Viktor Emil Frankl,Biography & Autobiography,165.0
978,The Poetics of Space,Gaston Bachelard,Philosophy,282.0
979,Babar's World Tour,Laurent de Brunhoff,Juvenile Fiction,48.0
980,The Berlin Stories,Christopher Isherwood,Fiction,401.0
981,The Collected Poems of Wilfred Owen,Wilfred Owen,Poetry,192.0
982,Selected Poems,Octavio Paz;G. Aroul,Poetry,160.0
983,Borges and the Eternal Orangutans,Luís Fernando Veríssimo;Margaret Jull Costa,Fiction,135.0
984,Red Prophet,Orson Scott Card,Fiction,311.0
985,Orion,Ben Bova,Fiction,432.0
986,Shadow of the Hegemon,Orson Scott Card,Fiction,451.0
987,Islam,Karen Armstrong,Religion,230.0
988,King Solomon's Mines,Henry Rider Haggard;James Danly,Fiction,264.0
989,Kim,Rudyard Kipling,Fiction,306.0
990,The Ox-Bow Incident,Walter Van Tilburg Clark,Fiction,247.0
991,Marilyn Monroe,Donald Spoto,Biography & Autobiography,752.0
992,CliffsNotes on Hansberry's A Raisin in the Sun,Rosetta James,Literary Criticism,80.0
993,A Streetcar Named Desire,Tennessee Williams,Drama,107.0
994,Gunslinger,Edward Dorn,Fiction,224.0
995,In the Name of Jesus,Henri J. M. Nouwen,Religion,120.0
996,Save the Date,Jason King;Donna Freitas,Religion,191.0
997,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,Humor,208.0
998,Armageddon,Tim F. LaHaye;Jerry B. Jenkins,Fiction,395.0
999,"Sit, Walk, Stand",Watchman Nee,Religion,80.0
1000,Kingdom Come,Tim F. LaHaye;Jerry B. Jenkins,Fiction,356.0
1001,The Nightmare Chronicles,Douglas Clegg,Fiction,360.0
1002,Mischief,Douglas Clegg,Fiction,359.0
1003,Bliss,Lynsay Sands,Fiction,394.0
1004,Nightmare House,Douglas Clegg,Fiction,340.0
1005,The Chase,Lynsay Sands,Fiction,374.0
1006,The Attraction,Douglas Clegg,Fiction,324.0
1007,The Shakespeare Plays: Romeo & Juliet,McGraw-Hill Education,Juvenile Nonfiction,242.0
1008,Dissecting Marilyn Manson,Gavin Baddeley,Music,192.0
1009,Full Circle,Luis Sepúlveda;Chris Andrews,Travel,192.0
1010,Complete Works,Plato,Fiction,1838.0
1011,The Peloponnesian War,Thucydides;Steven Lattimore,History,530.0
1012,Aeneid,Virgil,Aeneas (Legendary character),340.0
1013,Early Candlelight,Maud Hart Lovelace,Fiction,342.0
1014,Mockingbird Wish Me Luck,Charles Bukowski,Fiction,160.0
1015,Understanding Physics,Isaac Asimov,Physics,833.0
1016,The Secret of Santa Vittoria,Robert Crichton,Fiction,416.0
1017,Fire in the Sky,Jo Clayton,Fiction,352.0
1018,Storm Warning,Mercedes Lackey,Fiction,428.0
1019,Alberic the Wise,Norton Juster,European fiction,24.0
1020,Hard Drive,James Wallace;Jim Erickson,Business & Economics,426.0
1021,The Confessions of St. Augustine,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu,Biography & Autobiography,448.0
1022,Alcoholics Anonymous,Anonymous,Self-Help,576.0
1023,Typee,Herman Melville,Fiction,1333.0
1024,The Visual Display of Quantitative Information,Edward R. Tufte,Mathematics,197.0
1025,Graphic Storytelling,Will Eisner,Literary Criticism,164.0
1026,The Mind Parasites,Colin Wilson,Fiction,240.0
1027,Behind Closed Doors,Johanna Rothman;Esther Derby,Computers,176.0
1028,A Fine Balance,Rohinton Mistry,Fiction,603.0
1029,Before You Know Kindness,Chris Bohjalian,Fiction,429.0
1030,Miami Blues,Charles Ray Willeford,Fiction,191.0
1031,A Year at the Races,Jane Smiley,Sports & Recreation,304.0
1032,The Dew Breaker,Edwidge Danticat,Fiction,244.0
1033,Strange Pilgrims,Gabriel García Márquez,Fiction,208.0
1034,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,Fiction,235.0
1035,My Life in France,Julia Child;Alex Prud'homme,Biography & Autobiography,302.0
1036,Half of a Yellow Sun,Chimamanda Ngozi Adichie,Fiction,433.0
1037,Imperial Life in the Emerald City,Rajiv Chandrasekaran,History,320.0
1038,See No Evil,Allison Brennan,Political Science,320.0
1039,Eat This Book,Tyler Florence,Cooking,287.0
1040,The Secret Society of Demolition Writers,Aimee Bender;Marc Parent,Fiction,244.0
1041,Collected Poems,Chinua Achebe,Poetry,84.0
1042,McSweeney's Enchanted Chamber of Astonishing Stories,Michael Chabon;Michael Mignola,Fiction,328.0
1043,Company,Max Barry,Fiction,338.0
1044,The Plot Against America,Philip Roth,Fiction,391.0
1045,Mulliner Nights,Pelham Grenville Wodehouse,Fiction,240.0
1046,The Finer Points of Sausage Dogs,Alexander McCall Smith,Fiction,128.0
1047,The Promise,Chaïm Potok,Fiction,368.0
1048,The Eiger Sanction,Trevanian,Fiction,336.0
1049,Jamie's Dinners,Jamie Oliver,Cooking,336.0
1050,Treasure Island,Robert Louis Stevenson,Juvenile Fiction,213.0
1051,The Adventures of Huckleberry Finn,Mark Twain,Juvenile Fiction,305.0
1052,Christian Theology,Alister E. McGrath,Religion,534.0
1053,Den of Thieves,Julia Golding,Adventure stories,416.0
1054,Spire,William Golding,Fiction,135.0
1055,Flatland,Edwin Abbott Abbott,Fiction,100.0
1056,Shaken,Jerry B. Jenkins;Tim F. LaHaye;Chris Fabry,Juvenile Fiction,384.0
1057,"Have Space Suit, Will Travel",Robert A. Heinlein,Fiction,276.0
1058,Tunnel in the Sky,Robert A. Heinlein,Fiction,262.0
1059,Citizen of the Galaxy,Robert A. Heinlein,Fiction,288.0
1060,Where Are the Children?,Mary Higgins Clark,Fiction,304.0
1061,Playing Easy to Get,Kresley Cole;Sherrilyn Kenyon;Jaid Black,Fiction,352.0
1062,Sahara,Clive Cussler,Fiction,576.0
1063,Oath of Swords,David Weber,Fiction,576.0
1064,Deception Point,Dan Brown,Fiction,736.0
1065,Amelia's Notebook,Marissa Moss,Juvenile Fiction,40.0
1066,Z for Zachariah,Robert C. O'Brien,Juvenile Fiction,250.0
1067,The Art of Howl's Moving Castle,Hayao Miyazaki,Performing Arts,256.0
1068,Lord Jim,Joseph Conrad,Fiction,455.0
1069,Alice's Adventures in Wonderland,Lewis Carroll,Juvenile Fiction,356.0
1070,The Wedding Night,Jayne Ann Krentz,Fiction,256.0
1071,Dancing on Air,Frances Oliver,Fiction,157.0
1072,Terry,Douglas Coupland,Biography & Autobiography,176.0
1073,Nine Coaches Waiting,Mary Stewart;Sandra Brown,Fiction,342.0
1074,The Winthrop Woman,Anya Seton,Fiction,588.0
1075,Keeping Faith,Jimmy Carter,Biography & Autobiography,640.0
1076,Smart Love,Martha Heineman Pieper;William Joseph Pieper,Family & Relationships,272.0
1077,Dream Country,Neil Gaiman;Kelley Jones;Charles Vess,Comics & Graphic Novels,111.0
1078,Death,Neil Gaiman,Death (Fictitious character : Gaiman),104.0
1079,The Cure,Warren Ellis,"Comic books, strips, etc",144.0
1080,Happy Endings,Mimi Dietrich,Crafts & Hobbies,80.0
1081,Letters,John Barth,Fiction,772.0
1082,Point Counter Point,Aldous Huxley,Fiction,432.0
1083,The Last Days,Raymond Queneau;Barbara Wright;Vivian Kogan,Fiction,250.0
1084,The Sharpshooter Blues,Lewis Nordan,Fiction,398.0
1085,After Many a Summer Dies the Swan,Aldous Huxley,Fiction,368.0
1086,Things,Georges Perec;David Bellos,Comics & Graphic Novels,221.0
1087,The Woman in Black,Susan Hill,Juvenile Fiction,138.0
1088,Angels,Jacqueline Carey,Religion,128.0
1089,Murder in the Bastille,Cara Black,Fiction,276.0
1090,Creatures of the Night,Neil Gaiman;Michael Zulli;Todd Klein,Comics & Graphic Novels,46.0
1091,Steppenwolf,Victor Skrebneski;Richard Christiansen,Performing Arts,144.0
1092,The Art of Happiness,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler,Religion,336.0
1093,Desolation Angels,Jack Kerouac,Fiction,432.0
1094,The Color of Water,James McBride,Biography & Autobiography,291.0
1095,Awakening at Midlife,Kathleen A. Brehony,Psychology,384.0
1096,Still Here,Ram Dass,Family & Relationships,224.0
1097,The Gift,Echo L. Bodine,"Body, Mind & Spirit",160.0
1098,The Beatles Illustrated Lyrics,Alan Aldridge;Beatles,Music,272.0
1099,The A.B.C. Murders,Agatha Christie,Fiction,252.0
1100,The Body in the Library,Agatha Christie,Fiction,191.0
1101,The Murder of Roger Ackroyd,Agatha Christie,Fiction,288.0
1102,Death on the Nile,Agatha Christie,Fiction,351.0
1103,The Mystery of the Blue Train,Agatha Christie,Fiction,317.0
1104,Mangoes & Curry Leaves,Ann Vanderhoof,Cooking,416.0
1105,Glass House,Toshio Nakamura,Architecture,256.0
1106,Prophet,Frank E. Peretti,Fiction,416.0
1107,The Best Defense,Robert Kirkman;Charlie Adlard;Cliff Rathburn,Comics & Graphic Novels,136.0
1108,Agnes Grey,Anne Brontë,England,190.0
1109,Think and Grow Rich,Napoleon Hill;Arthur R. Pell,Business & Economics,320.0
1110,The Arabian Nightmare,Robert Irwin,Fiction,282.0
1111,Laughing Gas,Pelham Grenville Wodehouse,Fiction,286.0
1112,Spring Fever,P.G. Wodehouse,Fiction,276.0
1113,The Lure of the Basilisk,Lawrence Watt-Evans,Fiction,208.0
1114,This Side of Paradise,Steven L. Layne,Juvenile Fiction,224.0
1115,The Tenants of Moonbloom,Edward Lewis Wallant,Fiction,264.0
1116,Mistress Masham's Repose,T. H. White;Fritz Eichenberg,Juvenile Fiction,260.0
1117,The Art of War,Sun-Tzu;Sunzi,Philosophy,273.0
1118,Complete Guide to OneNote,Scott Zimmerman,Computers,412.0
1119,Bull Halsey,Elmer Belmont Potter,Biography & Autobiography,440.0
1120,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson,Fiction,320.0
1121,Hard Candy,Angela Knight;Sheri Gilmore;Morgan Hawke,Fiction,350.0
1122,London,Martin Hughes;Sarah Johnstone;Tom Masters,Travel,480.0
1123,Planet of the Apes,Ian Edginton;Paco Medina;Adrian Sibar,Human-animal relationships,72.0
1124,The Corrections,Jonathan Franzen,Aged women,653.0
1125,Never Call Retreat,Bruce Catton;Everette Beach Long,History,558.0
1126,The Coming Fury,Bruce Catton;Everette Beach Long,History,568.0
1127,The Complete Short Stories of H.G. Wells,Herbert George Wells;John R. Hammond,Fiction,864.0
1128,Jitterbug Perfume,Tom Robbins,Fiction,342.0
1129,The History of Tom Jones,Henry Fielding,Fiction,734.0
1130,Moll Flanders,Daniel Defoe,Fiction,339.0
1131,Cyrano de Bergerac,Edmond Rostand,Drama,192.0
1132,Abandonment,Kate Atkinson,Drama,96.0
1133,The Elfstones of Shannara,Terry Brooks,Elves,469.0
1134,Use of Weapons,Iain Banks,Science fiction,411.0
1135,Magic Kingdom for Sale,Terry Brooks,Fantasy fiction,324.0
1136,The Life and Games of Mikhail Tal,Mihails Tāls,Biography & Autobiography,496.0
1137,I Am Legend,Richard Matheson,Horror tales,160.0
1138,Stand on Zanzibar,John Brunner,Fiction,672.0
1139,The Gods Themselves,Isaac Asimov,Science fiction,288.0
1140,The Year of the Death of Ricardo Reis,José Saramago,Fiction,384.0
1141,Peyton Place,Grace Metalious,City and town life,475.0
1142,Borderlands,Gloria Anzaldúa,Literary Collections,255.0
1143,The Jungle,Upton Sinclair;Kathleen De Grave,Fiction,335.0
1144,Plastic Jesus,Poppy Z. Brite,Fiction,105.0
1145,Guilty But Insane,Poppy Z. Brite,Biography & Autobiography,185.0
1146,Her Smoke Rose Up Forever,James Tiptree,Fiction,508.0
1147,International Building Code 2003,International Code Council,Reference,656.0
1148,Little Women,Louisa May Alcott,Family life,327.0
1149,A Midwife's Story,Penny Armstrong;Sheryl Feldman,Biography & Autobiography,194.0
1150,A Framework for Understanding Poverty,Ruby K. Payne,People with social disabilities,199.0
1151,The Value of X,Poppy Z. Brite,Fiction,200.0
1152,How to Meditate,Frederick Lenz,Meditation,228.0
1153,Hell House,Ian Edginton;Simon Fraser,Comics & Graphic Novels,48.0
1154,The Good Fairies of New York,Martin Millar,Fiction,242.0
1155,Night Has a Thousand Eyes,Cornell Woolrich,Fiction,344.0
1156,Syntactic Structures,Noam Chomsky,Language Arts & Disciplines,135.0
1157,Joseph Cornell,Joseph Cornell;Alison Baverstock,Juvenile Nonfiction,27.0
1158,Mistaken Identity,Nayantara Sahgal,Indic fiction (English),324.0
1159,Between Two Fires: American Indians in the Civil War,Laurence M. Hauptman,"History,Military History,Civil War,American History,American Civil War,Nonfiction,North American Hi...,American History,Native Americans",0.0
1160,Genuine Happiness: Meditation as the Path to Fulfillment,"B. Alan Wallace,Dalai Lama XIV","Religion,Buddhism,Philosophy,Spirituality,Psychology,Nonfiction,Religion",256.0
1161,Happiness: Lessons from a New Science,Richard Layard,"Psychology,Nonfiction,Economics,Science,Philosophy,Self Help,Self Help,Personal Development,Sociology,Writing,Journalism,Politics",320.0
1162,Islands,"Dan Sleigh,AndrÃ© Brink","Historical,Historical Fiction,Cultural,Africa,Southern Africa,South Africa,Fiction,Historical,Literature,African Literature,Contemporary,Literature,Literature,21st Century,Eastern Africa,Mauritius",768.0
1163,Parnassus on Wheels,Christopher  Morley,"Fiction,Writing,Books About Books,Classics,Humor,Adventure,Novella,Historical,Historical Fiction,Romance,Literature,Audiobook",152.0
1164,The Accidental President of Brazil: A Memoir,"Fernando Henrique Cardoso,Brian Winter","History,Cultural,Brazil,Nonfiction,Biography,Politics,Autobiography,Memoir,Economics,Culture,Society",291.0
1165,The Canal House,Mark Lee,"Fiction,Cultural,Australia,Eastern Africa,Uganda,Historical,Historical Fiction",368.0
1166,Naked Ambition: Women Who Are Changing Pornography,"Carly Mine,Carly Mine","Nonfiction,Sociology,Sexuality,Sex Work,Feminism,Sexuality,Gender,GLBT,Queer",340.0
1167,Paul: His Story,Jerome Murphy-O'Connor,"Religion,Religion,Theology,Christianity,New Testament",259.0
1168,Web Design on a Shoestring,Carrie Bickner,"Design,Website Design,Internet,Web",215.0
1169,Black Baby White Hands: A View from the Crib,Jaiya John,"Parenting,Adoption,Nonfiction,Parenting,Autobiography,Memoir,Cultural,African American",360.0
1170,Mad Game : The NBA Education of Kobe Bryant,Roland Lazenby,"Sports,Sports,Sports,Basketball,Biography",336.0
1171,The Preservationist,David Maine,"Fiction,Historical,Historical Fiction,Religion,Biblical Fiction,Novels,Biblical,Historical,Humor,Fantasy,Mythology,Audiobook",256.0
1172,Summer of Love,Katie Fforde,"Womens Fiction,Chick Lit,Romance,Fiction,Contemporary,Romance,Contemporary Romance,European Literature,British Literature,Adult,Roman,Womens Fiction,Family",376.0
1173,The Silent People,Walter Macken,"Cultural,Ireland,Historical,Historical Fiction,Fiction,European Literature,Irish Literature,Historical,Literature,Novels",0.0
1174,Coming Home,Trinity Blacio,"Fantasy,Paranormal,Erotica,Menage,Romance,Adult Fiction,Erotica,Paranormal,Shapeshifters,Romance,Paranormal Romance,Contemporary,Erotica,BDSM,Romance,M M Romance,Menage,M F M",141.0
1175,Little Red Riding Hood,"Paul Galdone,Jacob Grimm,Wilhelm Grimm","Childrens,Picture Books,Fantasy,Fairy Tales,Childrens,Classics,Folk Tales,Fiction",40.0
1176,Wild Health: How Animals Keep Themselves Well and What We Can Learn From Them,Cindy Engel,"Health,Nonfiction,Science,Food and Drink,Food,Outdoors,Wilderness,Environment,Nature",288.0
1177,The Evolution-Creation Struggle,Michael Ruse,"Science,Religion,Biology,Evolution,Nonfiction,History,Science,Biology,Philosophy",327.0
1178,The Mermaid Summer,Mollie Hunter,"Fantasy,Mythology,Mermaids,Fiction,Childrens,Young Adult,Childrens,Juvenile,Fantasy,Magic",128.0
1179,Getting Control: Overcoming Your Obsessions and Compulsions,"Lee Baer,Judith L. Rapoport","Psychology,Nonfiction,Health,Mental Health,Self Help,Health",272.0
1180,Essays in Existentialism,"Jean-Paul Sartre,Wade Baskin","Philosophy,Nonfiction,Writing,Essays,Cultural,France,Literature,Classics",448.0
1181,Norstrilia,Cordwainer Smith,"Science Fiction,Fiction,Speculative Fiction,Science Fiction Fantasy,Fantasy,Space,Space Opera,Novels,Short Stories,United States,Anthologies",288.0
1182,Being and Nothingness,"Jean-Paul Sartre,Hazel E. Barnes,Mary Warnock,Richard Eyre","Philosophy,Nonfiction,Classics,Cultural,France,Psychology,European Literature,French Literature,Unfinished,Philosophy,Theory,Literature,20th Century,Literature",688.0
1183,Protector,Catherine Mann,"Romance,Romantic Suspense,Romance,War,Military Fiction,Contemporary,Military Fiction,Military Romance,Suspense,Romance,Contemporary Romance,Action,Thriller,Mystery Thriller",275.0
1184,The Age of Reason,Thomas Paine,"Philosophy,Nonfiction,Classics,Religion,History,Politics,Religion,Atheism,Science,Writing,Essays,Literature,18th Century",180.0
1185,Gun Before Butter,Nicolas Freeling,"Mystery,Mystery,Crime,Thriller,Mystery Thriller,European Literature,British Literature,Mystery,Detective,Fiction",249.0
1186,Tragedy at Law,Cyril Hare,"Mystery,Fiction,Mystery,Crime,European Literature,British Literature,Historical,Historical Fiction,Thriller,Mystery Thriller,Mystery,Golden Age Mystery,Classics,Mystery,Whodunit,Adult",0.0
1187,Tales of Known Space: The Universe of Larry Niven,"Larry Niven,Rick Sternbach","Science Fiction,Fiction,Short Stories,Space,Space Opera,Anthologies,Science Fiction Fantasy,Anthologies,Collections,Science Fiction,Hard Science Fiction,Science Fiction,Aliens,Novels",240.0
1188,Fallen Angels,"Larry Niven,Jerry Pournelle,Michael Flynn","Science Fiction,Fiction,Fantasy,Adventure,Science Fiction Fantasy,Space,Science,Technology,Historical,Epic,Thriller",368.0
1189,The Quest for Arthur's Britain,Geoffrey Ashe,"History,Mythology,Arthurian,Nonfiction,Fantasy,Mythology,Historical,Medieval,History,Archaeology,European Literature,British Literature,Religion,Paganism,Reference",318.0
1190,Scumbler,William Wharton,"Fiction,Novels",288.0
1191,Pride,William Wharton,"Fiction,Novels,Historical,Classics",304.0
1192,The Devil in Vienna,Doris Orgel,"Historical,Historical Fiction,World War II,Holocaust,Fiction,Young Adult,Historical,War,World War II,Childrens,Childrens,Middle Grade,Realistic Fiction",256.0
1193,A Dog Called Kitty,Bill Wallace,"Childrens,Animals,Fiction,Realistic Fiction,Animals,Dogs,Childrens,Middle Grade,Young Adult,Classics,Childrens,Juvenile,Childrens,Chapter Books",176.0
1194,Ohitika Woman,"Mary Brave Bird,Richard Erdoes,Mary Crow Dog","Nonfiction,Autobiography,Memoir,Biography,History,Biography Memoir,Native Americans,History,Native American History,Cultural,Womens",304.0
1195,Dark of the Moon,Tracy Barrett,"Fantasy,Mythology,Fantasy,Young Adult,Historical,Historical Fiction,Retellings,Historical,Mythology,Greek Mythology,Fiction,Fantasy,Paranormal,Romance",310.0
1196,The Captive,Joyce Hansen,"Historical,Historical Fiction,Childrens,Cultural,Africa,Historical,Young Adult,Novels",192.0
1197,A Talent for Genius: The Life and Times of Oscar Levant,"Sam Kashner,Nancy Schoenberger","Biography,Music,Nonfiction,Culture,Film",512.0
1198,An Intimate Chronicle: The Journals of William Clayton,"William Clayton,George D. Smith","Christianity,Lds",678.0
1199,Trouble with Trolls,Jan Brett,"Childrens,Picture Books,Childrens,Holiday,Christmas,Fantasy,Animals,Fiction,Adventure,Fantasy,Fairy Tales,Holiday,Kids",32.0
1200,Special Forces,Erosa Knowles,"Romance,Interracial Romance,Romance,War,Military Fiction,Adult Fiction,Erotica,Contemporary,Romance,Contemporary Romance,Military Fiction,Military Romance,Romance,M F Romance,Adult",242.0
1201,What Is The Church?,D. Martyn Lloyd-Jones,"Religion,Theology,Christianity,Ecclesiology",24.0
1202,Troll: A Love Story,"Johanna Sinisalo,Herbert Lomas","Fantasy,Fiction,European Literature,Finnish Literature,LGBT,Fantasy,Urban Fantasy,GLBT,Queer,Contemporary,Romance,Magical Realism,Novels",278.0
1203,Rapture of the Deep: The Art of Ray Troll,"Ray Troll,David James Duncan,Bradford Matsen",Art,148.0
1204,Jandar of Callisto,"Lin Carter,Vincent Di Fate","Fantasy,Science Fiction,Science Fiction,Sword and Planet,Fiction,Adventure,Science Fiction Fantasy,Pulp",224.0
1205,Classical Deception,Wayne G. Sayles,Antiques & Collectibles,0.0
1206,50 Great Short Stories,"Milton Crane,Katherine Mansfield,William Saroyan,Edith Wharton,Ernest Hemingway,Katherine Anne Porter,Flannery O'Connor,Frank O'Connor,Edmund Wilson,Aldous Huxley,Stephen Vincent BenÃ©t,Clarence Day Jr.,John O'Hara,James Joyce,John Steinbeck,E.B. White,Dorothy Parker,Anton Chekhov,Wilbur Daniel Steele,Virginia Woolf,James Thurber,Saki,Arthur Schnitzler,Anatole France,George Milburn,Sylvia Townsend Warner,William Faulkner,Robert M. Coates,V.S. Pritchett,H.L. Mencken,Irwin Shaw,Lord Dunsany,Nathaniel Hawthorne,W. Somerset Maugham,Thomas Wolfe,Ring Lardner,H.G. Wells,Francis Steegmuller,Robert Louis Stevenson,John Collier,E.M. Forster,Henry James,Carson McCullers,Rudyard Kipling,Alexander Pushkin,Max Beerbohm,Shirley Jackson,Edgar Allan Poe,Guy de Maupassant,O. Henry,Joseph Conrad","Short Stories,Fiction,Classics,Literature,Anthologies,Literary Fiction,Unfinished,Own,Anthologies,Collections,Literature,20th Century",571.0
1207,The Man Who Killed the Deer,Frank Waters,"Fiction,Historical,Historical Fiction,Westerns,Classics,Native Americans,North American Hi...,American History,Literary Fiction,Cultural,Literature,Literature,American",224.0
1208,The Legend of the Lady Slipper,"Margi Preus,Margi Preus,Andrea Arroyo","Childrens,Picture Books,Childrens,Folklore,Cultural,Folk Tales",32.0
1209,Gerald Massey's Lectures,Gerald Massey,Religion,288.0
1210,The Universe in a Single Atom: The Convergence of Science and Spirituality,Dalai Lama XIV,"Nonfiction,Science,Religion,Buddhism,Philosophy,Spirituality,Religion,Audiobook,Science,Physics,Psychology,Religion,Theology",224.0
1211,Deep-Sky Companions: The Caldwell Objects,Stephen James O'Meara,"Science,Astronomy,Science",500.0
1212,The Artist's Complete Guide to Facial Expression,Gary Faigin,"Art,Art,Drawing,Nonfiction,Reference,Sequential Art,Comics,Psychology,Design,Art,Crafts,Art,Art Design",304.0
1213,"Redcoats: The British Soldier and War in the Americas, 1755-1763",Stephen Brumwell,"History,Military History,American Revolution,European Literature,British Literature,Nonfiction",349.0
1214,K-Pax,Gene Brewer,"Science Fiction,Fiction,Novels,Mystery,Psychology,Audiobook,Fantasy,Science Fiction,Aliens,Literature,American,Science Fiction Fantasy",256.0
1215,Game Development Essentials: An Introduction,Jeannie Novak,"Sports and Games,Games,Textbooks,Games,Game Design,Computer Science,Programming,Games,Gaming,Nonfiction",512.0
1216,New Adventures Of Mother Goose The,Bruce Lansky,"Childrens,Nursery Rhymes,Poetry,Childrens,Childrens,Picture Books",0.0
1217,Hunted,Evangeline Anderson,"Romance,Science Fiction,Science Fiction,Aliens,Fantasy,Paranormal,Romance,Paranormal Romance,Adult Fiction,Erotica,Romance,Science Fiction Romance,Fantasy,Adult,Paranormal,Vampires",466.0
